risk,risk_name,week,indicator,weight,value,composite_warning,warning_state
R2,Cybersecurity breach - geo/address data,17,vulns_over_sla,0.35,0.3243,0.393,0
R2,Cybersecurity breach - geo/address data,18,vulns_over_sla,0.35,0.4553,0.3115,0
R2,Cybersecurity breach - geo/address data,19,vulns_over_sla,0.35,0.669,0.3612,0
R2,Cybersecurity breach - geo/address data,20,vulns_over_sla,0.35,0.4533,0.4653,0
R2,Cybersecurity breach - geo/address data,21,vulns_over_sla,0.35,0.4007,0.5563,1
R2,Cybersecurity breach - geo/address data,22,vulns_over_sla,0.35,0.3935,0.4343,0
R2,Cybersecurity breach - geo/address data,23,vulns_over_sla,0.35,0.5569,0.4602,0
R2,Cybersecurity breach - geo/address data,24,vulns_over_sla,0.35,0.2768,0.4495,0
R2,Cybersecurity breach - geo/address data,25,vulns_over_sla,0.35,0.4337,0.5334,0
R2,Cybersecurity breach - geo/address data,26,vulns_over_sla,0.35,0.3876,0.4601,0
R2,Cybersecurity breach - geo/address data,27,vulns_over_sla,0.35,0.6333,0.4268,0
R2,Cybersecurity breach - geo/address data,28,vulns_over_sla,0.35,0.4429,0.5555,1
R2,Cybersecurity breach - geo/address data,29,vulns_over_sla,0.35,0.6111,0.4416,0
R2,Cybersecurity breach - geo/address data,30,vulns_over_sla,0.35,0.3625,0.5798,1
R2,Cybersecurity breach - geo/address data,31,vulns_over_sla,0.35,0.6003,0.4794,0
R2,Cybersecurity breach - geo/address data,32,vulns_over_sla,0.35,0.4487,0.323,0
R2,Cybersecurity breach - geo/address data,33,vulns_over_sla,0.35,0.3365,0.3542,0
R2,Cybersecurity breach - geo/address data,34,vulns_over_sla,0.35,0.4156,0.5446,0
R2,Cybersecurity breach - geo/address data,35,vulns_over_sla,0.35,0.5803,0.5759,1
R2,Cybersecurity breach - geo/address data,36,vulns_over_sla,0.35,0.4677,0.4409,0
R2,Cybersecurity breach - geo/address data,37,vulns_over_sla,0.35,0.2823,0.3637,0
R2,Cybersecurity breach - geo/address data,38,vulns_over_sla,0.35,0.3967,0.5643,1
R2,Cybersecurity breach - geo/address data,39,vulns_over_sla,0.35,0.3178,0.3545,0
R2,Cybersecurity breach - geo/address data,40,vulns_over_sla,0.35,0.4421,0.3895,0
R2,Cybersecurity breach - geo/address data,41,vulns_over_sla,0.35,0.4702,0.4967,0
R2,Cybersecurity breach - geo/address data,42,vulns_over_sla,0.35,0.314,0.4299,0
R2,Cybersecurity breach - geo/address data,43,vulns_over_sla,0.35,0.2616,0.4299,0
R2,Cybersecurity breach - geo/address data,44,vulns_over_sla,0.35,0.4953,0.4312,0
R2,Cybersecurity breach - geo/address data,45,vulns_over_sla,0.35,0.3991,0.4748,0
R2,Cybersecurity breach - geo/address data,46,vulns_over_sla,0.35,0.2204,0.5666,1
R2,Cybersecurity breach - geo/address data,47,vulns_over_sla,0.35,0.5546,0.4584,0
R2,Cybersecurity breach - geo/address data,48,vulns_over_sla,0.35,0.476,0.4997,0
R2,Cybersecurity breach - geo/address data,49,vulns_over_sla,0.35,0.41,0.3477,0
R2,Cybersecurity breach - geo/address data,50,vulns_over_sla,0.35,0.3252,0.437,0
R2,Cybersecurity breach - geo/address data,51,vulns_over_sla,0.35,0.53,0.3929,0
R2,Cybersecurity breach - geo/address data,52,vulns_over_sla,0.35,0.5033,0.3467,0
R2,Cybersecurity breach - geo/address data,53,vulns_over_sla,0.35,0.5818,0.3313,0
R2,Cybersecurity breach - geo/address data,54,vulns_over_sla,0.35,0.4621,0.4182,0
R2,Cybersecurity breach - geo/address data,55,vulns_over_sla,0.35,0.4517,0.5107,0
R2,Cybersecurity breach - geo/address data,56,vulns_over_sla,0.35,0.3933,0.3098,0
R2,Cybersecurity breach - geo/address data,57,vulns_over_sla,0.35,0.5001,0.4512,0
R2,Cybersecurity breach - geo/address data,58,vulns_over_sla,0.35,0.5714,0.4326,0
R2,Cybersecurity breach - geo/address data,59,vulns_over_sla,0.35,0.5097,0.4083,0
R2,Cybersecurity breach - geo/address data,60,vulns_over_sla,0.35,0.4418,0.5602,1
R2,Cybersecurity breach - geo/address data,61,vulns_over_sla,0.35,0.3169,0.4693,0
R2,Cybersecurity breach - geo/address data,62,vulns_over_sla,0.35,0.3804,0.5705,1
R2,Cybersecurity breach - geo/address data,63,vulns_over_sla,0.35,0.5196,0.4342,0
R2,Cybersecurity breach - geo/address data,64,vulns_over_sla,0.35,0.6045,0.4134,0
R2,Cybersecurity breach - geo/address data,65,vulns_over_sla,0.35,0.4346,0.4278,0
R2,Cybersecurity breach - geo/address data,66,vulns_over_sla,0.35,0.4418,0.4532,0
R2,Cybersecurity breach - geo/address data,67,vulns_over_sla,0.35,0.4511,0.4575,0
R2,Cybersecurity breach - geo/address data,68,vulns_over_sla,0.35,0.3951,0.339,0
R2,Cybersecurity breach - geo/address data,69,vulns_over_sla,0.35,0.5689,0.4603,0
R2,Cybersecurity breach - geo/address data,70,vulns_over_sla,0.35,0.2281,0.4814,0
R2,Cybersecurity breach - geo/address data,71,vulns_over_sla,0.35,0.3021,0.5176,0
R2,Cybersecurity breach - geo/address data,72,vulns_over_sla,0.35,0.3132,0.5365,0
R2,Cybersecurity breach - geo/address data,73,vulns_over_sla,0.35,0.1855,0.319,0
R2,Cybersecurity breach - geo/address data,74,vulns_over_sla,0.35,0.3785,0.4084,0
R2,Cybersecurity breach - geo/address data,75,vulns_over_sla,0.35,0.3651,0.3426,0
R2,Cybersecurity breach - geo/address data,76,vulns_over_sla,0.35,0.4568,0.4074,0
R2,Cybersecurity breach - geo/address data,77,vulns_over_sla,0.35,0.5191,0.4612,0
R2,Cybersecurity breach - geo/address data,78,vulns_over_sla,0.35,0.4262,0.5268,0
R2,Cybersecurity breach - geo/address data,79,vulns_over_sla,0.35,0.3788,0.3619,0
R2,Cybersecurity breach - geo/address data,80,vulns_over_sla,0.35,0.4197,0.3724,0
R2,Cybersecurity breach - geo/address data,81,vulns_over_sla,0.35,0.5576,0.3401,0
R2,Cybersecurity breach - geo/address data,82,vulns_over_sla,0.35,0.3194,0.4256,0
R2,Cybersecurity breach - geo/address data,83,vulns_over_sla,0.35,0.3402,0.3553,0
R2,Cybersecurity breach - geo/address data,84,vulns_over_sla,0.35,0.4715,0.3945,0
R2,Cybersecurity breach - geo/address data,85,vulns_over_sla,0.35,0.3605,0.3565,0
R2,Cybersecurity breach - geo/address data,86,vulns_over_sla,0.35,0.523,0.459,0
R2,Cybersecurity breach - geo/address data,87,vulns_over_sla,0.35,0.4156,0.3305,0
R2,Cybersecurity breach - geo/address data,88,vulns_over_sla,0.35,0.5041,0.3218,0
R2,Cybersecurity breach - geo/address data,89,vulns_over_sla,0.35,0.3712,0.5784,1
R2,Cybersecurity breach - geo/address data,90,vulns_over_sla,0.35,0.4616,0.3353,0
R2,Cybersecurity breach - geo/address data,91,vulns_over_sla,0.35,0.4546,0.3596,0
R2,Cybersecurity breach - geo/address data,92,vulns_over_sla,0.35,0.326,0.5646,1
R2,Cybersecurity breach - geo/address data,93,vulns_over_sla,0.35,0.2784,0.5765,1
R2,Cybersecurity breach - geo/address data,94,vulns_over_sla,0.35,0.498,0.3385,0
R2,Cybersecurity breach - geo/address data,95,vulns_over_sla,0.35,0.3243,0.3784,0
R2,Cybersecurity breach - geo/address data,96,vulns_over_sla,0.35,0.2759,0.4487,0
R2,Cybersecurity breach - geo/address data,97,vulns_over_sla,0.35,0.3655,0.5366,0
R2,Cybersecurity breach - geo/address data,98,vulns_over_sla,0.35,0.4919,0.3282,0
R2,Cybersecurity breach - geo/address data,99,vulns_over_sla,0.35,0.2551,0.4067,0
R2,Cybersecurity breach - geo/address data,100,vulns_over_sla,0.35,0.2603,0.4565,0
R2,Cybersecurity breach - geo/address data,101,vulns_over_sla,0.35,0.3383,0.4663,0
R2,Cybersecurity breach - geo/address data,102,vulns_over_sla,0.35,0.6368,0.4419,0
R2,Cybersecurity breach - geo/address data,103,vulns_over_sla,0.35,0.4479,0.4083,0
R2,Cybersecurity breach - geo/address data,104,vulns_over_sla,0.35,0.5463,0.3476,0
R2,Cybersecurity breach - geo/address data,105,vulns_over_sla,0.35,0.291,0.4193,0
R2,Cybersecurity breach - geo/address data,106,vulns_over_sla,0.35,0.3293,0.4239,0
R2,Cybersecurity breach - geo/address data,107,vulns_over_sla,0.35,0.4331,0.444,0
R2,Cybersecurity breach - geo/address data,108,vulns_over_sla,0.35,0.4286,0.3932,0
R2,Cybersecurity breach - geo/address data,109,vulns_over_sla,0.35,0.5318,0.5063,0
R2,Cybersecurity breach - geo/address data,110,vulns_over_sla,0.35,0.337,0.4951,0
R2,Cybersecurity breach - geo/address data,111,vulns_over_sla,0.35,0.4871,0.4518,0
R2,Cybersecurity breach - geo/address data,112,vulns_over_sla,0.35,0.4664,0.4586,0
R2,Cybersecurity breach - geo/address data,113,vulns_over_sla,0.35,0.4806,0.4052,0
R2,Cybersecurity breach - geo/address data,114,vulns_over_sla,0.35,0.4406,0.4018,0
R2,Cybersecurity breach - geo/address data,115,vulns_over_sla,0.35,0.2981,0.3881,0
R2,Cybersecurity breach - geo/address data,116,vulns_over_sla,0.35,0.2116,0.4714,0
R2,Cybersecurity breach - geo/address data,117,vulns_over_sla,0.35,0.5421,0.4242,0
R2,Cybersecurity breach - geo/address data,118,vulns_over_sla,0.35,0.5483,0.5982,1
R2,Cybersecurity breach - geo/address data,119,vulns_over_sla,0.35,0.4286,0.5804,1
R2,Cybersecurity breach - geo/address data,120,vulns_over_sla,0.35,0.261,0.4686,0
R2,Cybersecurity breach - geo/address data,121,vulns_over_sla,0.35,0.398,0.3576,0
R2,Cybersecurity breach - geo/address data,122,vulns_over_sla,0.35,0.5331,0.338,0
R2,Cybersecurity breach - geo/address data,123,vulns_over_sla,0.35,0.6131,0.5479,0
R2,Cybersecurity breach - geo/address data,124,vulns_over_sla,0.35,0.5548,0.4808,0
R2,Cybersecurity breach - geo/address data,125,vulns_over_sla,0.35,0.4486,0.5028,0
R2,Cybersecurity breach - geo/address data,126,vulns_over_sla,0.35,0.3778,0.3132,0
R2,Cybersecurity breach - geo/address data,127,vulns_over_sla,0.35,0.5146,0.527,0
R2,Cybersecurity breach - geo/address data,128,vulns_over_sla,0.35,0.3539,0.4603,0
R2,Cybersecurity breach - geo/address data,129,vulns_over_sla,0.35,0.317,0.3284,0
R2,Cybersecurity breach - geo/address data,130,vulns_over_sla,0.35,0.5783,0.3942,0
R2,Cybersecurity breach - geo/address data,131,vulns_over_sla,0.35,0.5815,0.4623,0
R2,Cybersecurity breach - geo/address data,132,vulns_over_sla,0.35,0.4737,0.4239,0
R2,Cybersecurity breach - geo/address data,133,vulns_over_sla,0.35,0.3892,0.4262,0
R2,Cybersecurity breach - geo/address data,134,vulns_over_sla,0.35,0.5062,0.4048,0
R2,Cybersecurity breach - geo/address data,135,vulns_over_sla,0.35,0.4243,0.416,0
R2,Cybersecurity breach - geo/address data,136,vulns_over_sla,0.35,0.4293,0.4267,0
R2,Cybersecurity breach - geo/address data,137,vulns_over_sla,0.35,0.5685,0.5801,1
R2,Cybersecurity breach - geo/address data,138,vulns_over_sla,0.35,0.5394,0.3563,0
R2,Cybersecurity breach - geo/address data,139,vulns_over_sla,0.35,0.6068,0.4592,0
R2,Cybersecurity breach - geo/address data,140,vulns_over_sla,0.35,0.6434,0.5141,0
R2,Cybersecurity breach - geo/address data,141,vulns_over_sla,0.35,0.4917,0.4845,0
R2,Cybersecurity breach - geo/address data,142,vulns_over_sla,0.35,0.2303,0.4214,0
R2,Cybersecurity breach - geo/address data,143,vulns_over_sla,0.35,0.3412,0.2885,0
R2,Cybersecurity breach - geo/address data,144,vulns_over_sla,0.35,0.4037,0.4767,0
R2,Cybersecurity breach - geo/address data,145,vulns_over_sla,0.35,0.2845,0.5665,1
R2,Cybersecurity breach - geo/address data,146,vulns_over_sla,0.35,0.5709,0.3182,0
R2,Cybersecurity breach - geo/address data,147,vulns_over_sla,0.35,0.5653,0.5012,0
R2,Cybersecurity breach - geo/address data,148,vulns_over_sla,0.35,0.5556,0.4,0
R2,Cybersecurity breach - geo/address data,149,vulns_over_sla,0.35,0.5166,0.4631,0
R2,Cybersecurity breach - geo/address data,150,vulns_over_sla,0.35,0.5697,0.3449,0
R2,Cybersecurity breach - geo/address data,151,vulns_over_sla,0.35,0.4335,0.3846,0
R2,Cybersecurity breach - geo/address data,152,vulns_over_sla,0.35,0.4068,0.5177,0
R2,Cybersecurity breach - geo/address data,153,vulns_over_sla,0.35,0.2581,0.4433,0
R2,Cybersecurity breach - geo/address data,154,vulns_over_sla,0.35,0.4517,0.5639,1
R2,Cybersecurity breach - geo/address data,155,vulns_over_sla,0.35,0.4431,0.5379,0
R2,Cybersecurity breach - geo/address data,156,vulns_over_sla,0.35,0.4115,0.5282,0
R2,Cybersecurity breach - geo/address data,1,anomalous_geo_api,0.25,0.4846,0.4869,0
R2,Cybersecurity breach - geo/address data,2,anomalous_geo_api,0.25,0.7747,0.504,0
R2,Cybersecurity breach - geo/address data,3,anomalous_geo_api,0.25,0.2704,0.424,0
R2,Cybersecurity breach - geo/address data,4,anomalous_geo_api,0.25,0.0371,0.3492,0
R2,Cybersecurity breach - geo/address data,5,anomalous_geo_api,0.25,0.1119,0.3228,0
R2,Cybersecurity breach - geo/address data,6,anomalous_geo_api,0.25,0.1936,0.3485,0
R2,Cybersecurity breach - geo/address data,7,anomalous_geo_api,0.25,0.9907,0.5972,1
R2,Cybersecurity breach - geo/address data,8,anomalous_geo_api,0.25,0.1608,0.3476,0
R2,Cybersecurity breach - geo/address data,9,anomalous_geo_api,0.25,0.7256,0.5291,0
R2,Cybersecurity breach - geo/address data,10,anomalous_geo_api,0.25,0.1331,0.3376,0
R2,Cybersecurity breach - geo/address data,11,anomalous_geo_api,0.25,0.7573,0.5497,0
R2,Cybersecurity breach - geo/address data,12,anomalous_geo_api,0.25,0.5713,0.5156,0
R2,Cybersecurity breach - geo/address data,13,anomalous_geo_api,0.25,0.387,0.4526,0
R2,Cybersecurity breach - geo/address data,14,anomalous_geo_api,0.25,0.4264,0.4765,0
R2,Cybersecurity breach - geo/address data,15,anomalous_geo_api,0.25,0.2175,0.3738,0
R2,Cybersecurity breach - geo/address data,16,anomalous_geo_api,0.25,0.5921,0.4667,0
R2,Cybersecurity breach - geo/address data,17,anomalous_geo_api,0.25,0.2855,0.393,0
R2,Cybersecurity breach - geo/address data,18,anomalous_geo_api,0.25,0.0233,0.3115,0
R2,Cybersecurity breach - geo/address data,19,anomalous_geo_api,0.25,0.01,0.3612,0
R2,Cybersecurity breach - geo/address data,20,anomalous_geo_api,0.25,0.499,0.4653,0
R2,Cybersecurity breach - geo/address data,21,anomalous_geo_api,0.25,0.9776,0.5563,1
R2,Cybersecurity breach - geo/address data,22,anomalous_geo_api,0.25,0.4948,0.4343,0
R2,Cybersecurity breach - geo/address data,23,anomalous_geo_api,0.25,0.4,0.4602,0
R2,Cybersecurity breach - geo/address data,24,anomalous_geo_api,0.25,0.5376,0.4495,0
R2,Cybersecurity breach - geo/address data,25,anomalous_geo_api,0.25,0.8847,0.5334,0
R2,Cybersecurity breach - geo/address data,26,anomalous_geo_api,0.25,0.515,0.4601,0
R2,Cybersecurity breach - geo/address data,27,anomalous_geo_api,0.25,0.3005,0.4268,0
R2,Cybersecurity breach - geo/address data,28,anomalous_geo_api,0.25,0.8167,0.5555,1
R2,Cybersecurity breach - geo/address data,29,anomalous_geo_api,0.25,0.5862,0.4416,0
R2,Cybersecurity breach - geo/address data,30,anomalous_geo_api,0.25,0.9629,0.5798,1
R2,Cybersecurity breach - geo/address data,31,anomalous_geo_api,0.25,0.5027,0.4794,0
R2,Cybersecurity breach - geo/address data,32,anomalous_geo_api,0.25,0.0237,0.323,0
R2,Cybersecurity breach - geo/address data,33,anomalous_geo_api,0.25,0.01,0.3542,0
R2,Cybersecurity breach - geo/address data,34,anomalous_geo_api,0.25,0.9907,0.5446,0
R2,Cybersecurity breach - geo/address data,35,anomalous_geo_api,0.25,0.9907,0.5759,1
R2,Cybersecurity breach - geo/address data,36,anomalous_geo_api,0.25,0.3792,0.4409,0
R2,Cybersecurity breach - geo/address data,37,anomalous_geo_api,0.25,0.3099,0.3637,0
R2,Cybersecurity breach - geo/address data,38,anomalous_geo_api,0.25,0.9376,0.5643,1
R2,Cybersecurity breach - geo/address data,39,anomalous_geo_api,0.25,0.0637,0.3545,0
R2,Cybersecurity breach - geo/address data,40,anomalous_geo_api,0.25,0.1359,0.3895,0
R2,Cybersecurity breach - geo/address data,41,anomalous_geo_api,0.25,0.6592,0.4967,0
R2,Cybersecurity breach - geo/address data,42,anomalous_geo_api,0.25,0.3061,0.4299,0
R2,Cybersecurity breach - geo/address data,43,anomalous_geo_api,0.25,0.4386,0.4299,0
R2,Cybersecurity breach - geo/address data,44,anomalous_geo_api,0.25,0.3847,0.4312,0
R2,Cybersecurity breach - geo/address data,45,anomalous_geo_api,0.25,0.5552,0.4748,0
R2,Cybersecurity breach - geo/address data,46,anomalous_geo_api,0.25,0.9192,0.5666,1
R2,Cybersecurity breach - geo/address data,47,anomalous_geo_api,0.25,0.4711,0.4584,0
R2,Cybersecurity breach - geo/address data,48,anomalous_geo_api,0.25,0.6594,0.4997,0
R2,Cybersecurity breach - geo/address data,49,anomalous_geo_api,0.25,0.01,0.3477,0
R2,Cybersecurity breach - geo/address data,50,anomalous_geo_api,0.25,0.4237,0.437,0
R2,Cybersecurity breach - geo/address data,51,anomalous_geo_api,0.25,0.1534,0.3929,0
R2,Cybersecurity breach - geo/address data,52,anomalous_geo_api,0.25,0.0256,0.3467,0
R2,Cybersecurity breach - geo/address data,53,anomalous_geo_api,0.25,0.1415,0.3313,0
R2,Cybersecurity breach - geo/address data,54,anomalous_geo_api,0.25,0.3266,0.4182,0
R2,Cybersecurity breach - geo/address data,55,anomalous_geo_api,0.25,0.752,0.5107,0
R2,Cybersecurity breach - geo/address data,56,anomalous_geo_api,0.25,0.01,0.3098,0
R2,Cybersecurity breach - geo/address data,57,anomalous_geo_api,0.25,0.4507,0.4512,0
R2,Cybersecurity breach - geo/address data,58,anomalous_geo_api,0.25,0.2756,0.4326,0
R2,Cybersecurity breach - geo/address data,59,anomalous_geo_api,0.25,0.3288,0.4083,0
R2,Cybersecurity breach - geo/address data,60,anomalous_geo_api,0.25,0.7815,0.5602,1
R2,Cybersecurity breach - geo/address data,61,anomalous_geo_api,0.25,0.6234,0.4693,0
R2,Cybersecurity breach - geo/address data,62,anomalous_geo_api,0.25,0.8954,0.5705,1
R2,Cybersecurity breach - geo/address data,63,anomalous_geo_api,0.25,0.3877,0.4342,0
R2,Cybersecurity breach - geo/address data,64,anomalous_geo_api,0.25,0.2035,0.4134,0
R2,Cybersecurity breach - geo/address data,65,anomalous_geo_api,0.25,0.3642,0.4278,0
R2,Cybersecurity breach - geo/address data,66,anomalous_geo_api,0.25,0.5228,0.4532,0
R2,Cybersecurity breach - geo/address data,67,anomalous_geo_api,0.25,0.5004,0.4575,0
R2,Cybersecurity breach - geo/address data,68,anomalous_geo_api,0.25,0.0714,0.339,0
R2,Cybersecurity breach - geo/address data,69,anomalous_geo_api,0.25,0.4711,0.4603,0
R2,Cybersecurity breach - geo/address data,70,anomalous_geo_api,0.25,0.518,0.4814,0
R2,Cybersecurity breach - geo/address data,71,anomalous_geo_api,0.25,0.9907,0.5176,0
R2,Cybersecurity breach - geo/address data,72,anomalous_geo_api,0.25,0.9907,0.5365,0
R2,Cybersecurity breach - geo/address data,73,anomalous_geo_api,0.25,0.15,0.319,0
R2,Cybersecurity breach - geo/address data,74,anomalous_geo_api,0.25,0.3425,0.4084,0
R2,Cybersecurity breach - geo/address data,75,anomalous_geo_api,0.25,0.01,0.3426,0
R2,Cybersecurity breach - geo/address data,76,anomalous_geo_api,0.25,0.2393,0.4074,0
R2,Cybersecurity breach - geo/address data,77,anomalous_geo_api,0.25,0.5477,0.4612,0
R2,Cybersecurity breach - geo/address data,78,anomalous_geo_api,0.25,0.8506,0.5268,0
R2,Cybersecurity breach - geo/address data,79,anomalous_geo_api,0.25,0.1923,0.3619,0
R2,Cybersecurity breach - geo/address data,80,anomalous_geo_api,0.25,0.2177,0.3724,0
R2,Cybersecurity breach - geo/address data,81,anomalous_geo_api,0.25,0.01,0.3401,0
R2,Cybersecurity breach - geo/address data,82,anomalous_geo_api,0.25,0.385,0.4256,0
R2,Cybersecurity breach - geo/address data,83,anomalous_geo_api,0.25,0.0788,0.3553,0
R2,Cybersecurity breach - geo/address data,84,anomalous_geo_api,0.25,0.2602,0.3945,0
R2,Cybersecurity breach - geo/address data,85,anomalous_geo_api,0.25,0.142,0.3565,0
R2,Cybersecurity breach - geo/address data,86,anomalous_geo_api,0.25,0.4082,0.459,0
R2,Cybersecurity breach - geo/address data,87,anomalous_geo_api,0.25,0.01,0.3305,0
R2,Cybersecurity breach - geo/address data,88,anomalous_geo_api,0.25,0.01,0.3218,0
R2,Cybersecurity breach - geo/address data,89,anomalous_geo_api,0.25,0.9907,0.5784,1
R2,Cybersecurity breach - geo/address data,90,anomalous_geo_api,0.25,0.01,0.3353,0
R2,Cybersecurity breach - geo/address data,91,anomalous_geo_api,0.25,0.0671,0.3596,0
R2,Cybersecurity breach - geo/address data,92,anomalous_geo_api,0.25,0.9907,0.5646,1
R2,Cybersecurity breach - geo/address data,93,anomalous_geo_api,0.25,0.9907,0.5765,1
R2,Cybersecurity breach - geo/address data,94,anomalous_geo_api,0.25,0.0417,0.3385,0
R2,Cybersecurity breach - geo/address data,95,anomalous_geo_api,0.25,0.315,0.3784,0
R2,Cybersecurity breach - geo/address data,96,anomalous_geo_api,0.25,0.5565,0.4487,0
R2,Cybersecurity breach - geo/address data,97,anomalous_geo_api,0.25,0.9907,0.5366,0
R2,Cybersecurity breach - geo/address data,98,anomalous_geo_api,0.25,0.1045,0.3282,0
R2,Cybersecurity breach - geo/address data,99,anomalous_geo_api,0.25,0.3569,0.4067,0
R2,Cybersecurity breach - geo/address data,100,anomalous_geo_api,0.25,0.7048,0.4565,0
R2,Cybersecurity breach - geo/address data,101,anomalous_geo_api,0.25,0.5882,0.4663,0
R2,Cybersecurity breach - geo/address data,102,anomalous_geo_api,0.25,0.3123,0.4419,0
R2,Cybersecurity breach - geo/address data,103,anomalous_geo_api,0.25,0.3948,0.4083,0
R2,Cybersecurity breach - geo/address data,104,anomalous_geo_api,0.25,0.01,0.3476,0
R2,Cybersecurity breach - geo/address data,105,anomalous_geo_api,0.25,0.3593,0.4193,0
R2,Cybersecurity breach - geo/address data,106,anomalous_geo_api,0.25,0.3497,0.4239,0
R2,Cybersecurity breach - geo/address data,107,anomalous_geo_api,0.25,0.5193,0.444,0
R2,Cybersecurity breach - geo/address data,108,anomalous_geo_api,0.25,0.2514,0.3932,0
R2,Cybersecurity breach - geo/address data,109,anomalous_geo_api,0.25,0.6008,0.5063,0
R2,Cybersecurity breach - geo/address data,110,anomalous_geo_api,0.25,0.7849,0.4951,0
R2,Cybersecurity breach - geo/address data,111,anomalous_geo_api,0.25,0.4932,0.4518,0
R2,Cybersecurity breach - geo/address data,112,anomalous_geo_api,0.25,0.56,0.4586,0
R2,Cybersecurity breach - geo/address data,113,anomalous_geo_api,0.25,0.4584,0.4052,0
R2,Cybersecurity breach - geo/address data,114,anomalous_geo_api,0.25,0.4403,0.4018,0
R2,Cybersecurity breach - geo/address data,115,anomalous_geo_api,0.25,0.1948,0.3881,0
R2,Cybersecurity breach - geo/address data,116,anomalous_geo_api,0.25,0.548,0.4714,0
R2,Cybersecurity breach - geo/address data,117,anomalous_geo_api,0.25,0.4072,0.4242,0
R2,Cybersecurity breach - geo/address data,118,anomalous_geo_api,0.25,0.9907,0.5982,1
R2,Cybersecurity breach - geo/address data,119,anomalous_geo_api,0.25,0.9756,0.5804,1
R2,Cybersecurity breach - geo/address data,120,anomalous_geo_api,0.25,0.5716,0.4686,0
R2,Cybersecurity breach - geo/address data,121,anomalous_geo_api,0.25,0.1807,0.3576,0
R2,Cybersecurity breach - geo/address data,122,anomalous_geo_api,0.25,0.0618,0.338,0
R2,Cybersecurity breach - geo/address data,123,anomalous_geo_api,0.25,0.8456,0.5479,0
R2,Cybersecurity breach - geo/address data,124,anomalous_geo_api,0.25,0.5297,0.4808,0
R2,Cybersecurity breach - geo/address data,125,anomalous_geo_api,0.25,0.6037,0.5028,0
R2,Cybersecurity breach - geo/address data,126,anomalous_geo_api,0.25,0.01,0.3132,0
R2,Cybersecurity breach - geo/address data,127,anomalous_geo_api,0.25,0.7559,0.527,0
R2,Cybersecurity breach - geo/address data,128,anomalous_geo_api,0.25,0.5949,0.4603,0
R2,Cybersecurity breach - geo/address data,129,anomalous_geo_api,0.25,0.0625,0.3284,0
R2,Cybersecurity breach - geo/address data,130,anomalous_geo_api,0.25,0.2799,0.3942,0
R2,Cybersecurity breach - geo/address data,131,anomalous_geo_api,0.25,0.53,0.4623,0
R2,Cybersecurity breach - geo/address data,132,anomalous_geo_api,0.25,0.4582,0.4239,0
R2,Cybersecurity breach - geo/address data,133,anomalous_geo_api,0.25,0.3409,0.4262,0
R2,Cybersecurity breach - geo/address data,134,anomalous_geo_api,0.25,0.4051,0.4048,0
R2,Cybersecurity breach - geo/address data,135,anomalous_geo_api,0.25,0.3546,0.416,0
R2,Cybersecurity breach - geo/address data,136,anomalous_geo_api,0.25,0.4922,0.4267,0
R2,Cybersecurity breach - geo/address data,137,anomalous_geo_api,0.25,0.941,0.5801,1
R2,Cybersecurity breach - geo/address data,138,anomalous_geo_api,0.25,0.01,0.3563,0
R2,Cybersecurity breach - geo/address data,139,anomalous_geo_api,0.25,0.3597,0.4592,0
R2,Cybersecurity breach - geo/address data,140,anomalous_geo_api,0.25,0.5004,0.5141,0
R2,Cybersecurity breach - geo/address data,141,anomalous_geo_api,0.25,0.541,0.4845,0
R2,Cybersecurity breach - geo/address data,142,anomalous_geo_api,0.25,0.3138,0.4214,0
R2,Cybersecurity breach - geo/address data,143,anomalous_geo_api,0.25,0.01,0.2885,0
R2,Cybersecurity breach - geo/address data,144,anomalous_geo_api,0.25,0.5519,0.4767,0
R2,Cybersecurity breach - geo/address data,145,anomalous_geo_api,0.25,0.9907,0.5665,1
R2,Cybersecurity breach - geo/address data,146,anomalous_geo_api,0.25,0.01,0.3182,0
R2,Cybersecurity breach - geo/address data,147,anomalous_geo_api,0.25,0.7342,0.5012,0
R2,Cybersecurity breach - geo/address data,148,anomalous_geo_api,0.25,0.3285,0.4,0
R2,Cybersecurity breach - geo/address data,149,anomalous_geo_api,0.25,0.4195,0.4631,0
R2,Cybersecurity breach - geo/address data,150,anomalous_geo_api,0.25,0.0821,0.3449,0
R2,Cybersecurity breach - geo/address data,151,anomalous_geo_api,0.25,0.3265,0.3846,0
R2,Cybersecurity breach - geo/address data,152,anomalous_geo_api,0.25,0.8827,0.5177,0
R2,Cybersecurity breach - geo/address data,153,anomalous_geo_api,0.25,0.6386,0.4433,0
R2,Cybersecurity breach - geo/address data,154,anomalous_geo_api,0.25,0.9907,0.5639,1
R2,Cybersecurity breach - geo/address data,155,anomalous_geo_api,0.25,0.8409,0.5379,0
R2,Cybersecurity breach - geo/address data,156,anomalous_geo_api,0.25,0.5897,0.5282,0
R2,Cybersecurity breach - geo/address data,1,zero_trust_gap,0.25,0.424,0.4869,0
R2,Cybersecurity breach - geo/address data,2,zero_trust_gap,0.25,0.4544,0.504,0
R2,Cybersecurity breach - geo/address data,3,zero_trust_gap,0.25,0.5664,0.424,0
R2,Cybersecurity breach - geo/address data,4,zero_trust_gap,0.25,0.5034,0.3492,0
R2,Cybersecurity breach - geo/address data,5,zero_trust_gap,0.25,0.4627,0.3228,0
